"Station Name","WHISTLER ROUNDHOUSE"
"Province","BRITISH COLUMBIA"
"Current Station Operator","Co-operative Climate Network"
"Latitude","50.07"
"Longitude","-122.95"
"Elevation","1835.00"
"Climate Identifier","1108906"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2018-01-28","2018","01","28","†","0.0","","-7.5","","-3.8","","21.8","","0.0","","0.0","","45.0","","45.0","","301","","","","",""
"2018-01-29","2018","01","29","†","1.0","","-1.5","","-0.3","","18.3","","0.0","","0.0","","16.0","","16.0","","326","","","","",""
"2018-01-30","2018","01","30","†","-6.0","","-7.5","","-6.8","","24.8","","0.0","","0.0","","3.0","","3.0","","318","","","","",""
"2018-01-31","2018","01","31","†","-5.5","","-9.0","","-7.3","","25.3","","0.0","","0.0","","8.0","","8.0","","311","","","","",""
"2018-02-01","2018","02","01","†","0.5","","-8.5","","-4.0","","22.0","","0.0","","0.0","","2.0","","2.0","","310","","","","",""
"2018-02-02","2018","02","02","†","0.5","","-5.5","","-2.5","","20.5","","0.0","","0.0","","9.0","","9.0","","303","","","","",""
"2018-02-03","2018","02","03","†","3.0","","-2.0","","0.5","","17.5","","0.0","","0.0","","3.0","","3.0","","306","","","","",""
"2018-02-04","2018","02","04","†","2.5","","-1.0","","0.8","","17.2","","0.0","","4.8","","1.0","","5.8","","303","","","","",""
"2018-02-05","2018","02","05","†","-1.0","","-3.0","","-2.0","","20.0","","0.0","","0.0","","1.0","","1.0","","297","","","","",""
"2018-02-06","2018","02","06","†","1.5","","-6.0","","-2.3","","20.3","","0.0","","0.0","","3.0","","3.0","","295","","","","",""
"2018-02-07","2018","02","07","†","1.0","","-2.0","","-0.5","","18.5","","0.0","","0.0","","2.2","","2.2","","288","","","","",""
"2018-02-08","2018","02","08","†","0.0","","-4.0","","-2.0","","20.0","","0.0","","0.0","","1.0","","1.0","","287","","","","",""
"2018-02-09","2018","02","09","†","-5.5","","-8.5","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","284","","","","",""
"2018-02-10","2018","02","10","†","-0.5","","-12.5","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","283","","","","",""
"2018-02-11","2018","02","11","†","-6.0","","-10.5","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","282","","","","",""
"2018-02-12","2018","02","12","†","0.0","","-16.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","281","","","","",""
"2018-02-13","2018","02","13","†","0.5","","-6.0","","-2.8","","20.8","","0.0","","0.0","","11.0","","11.0","","280","","","","",""
"2018-02-14","2018","02","14","†","-5.5","","-9.0","","-7.3","","25.3","","0.0","","0.0","","0.0","T","0.0","T","288","","","","",""
"2018-02-15","2018","02","15","†","-4.5","","-12.5","","-8.5","","26.5","","0.0","","0.0","","4.0","","4.0","","287","","","","",""
"2018-02-16","2018","02","16","†","-5.0","","-9.0","","-7.0","","25.0","","0.0","","0.0","","4.0","","4.0","","284","","","","",""
"2018-02-17","2018","02","17","†","-6.0","","-8.0","","-7.0","","25.0","","0.0","","0.0","","27.0","","27.0","","288","","","","",""
"2018-02-18","2018","02","18","†","-17.0","","-20.5","","-18.8","","36.8","","0.0","","0.0","","0.0","T","0.0","T","308","","","","",""
"2018-02-19","2018","02","19","†","-10.0","","-21.0","","-15.5","","33.5","","0.0","","0.0","","0.0","","0.0","","304","","","","",""
"2018-02-20","2018","02","20","†","-12.0","","-17.0","","-14.5","","32.5","","0.0","","0.0","","0.0","","0.0","","299","","","","",""
"2018-02-21","2018","02","21","†","-12.0","","-17.0","","-14.5","","32.5","","0.0","","0.0","","3.0","","3.0","","293","","","","",""
"2018-02-22","2018","02","22","†","-11.0","","-17.5","","-14.3","","32.3","","0.0","","0.0","","0.0","T","0.0","T","292","","","","",""
"2018-02-23","2018","02","23","†","-9.5","","-14.0","","-11.8","","29.8","","0.0","","0.0","","12.0","","12.0","","289","","","","",""
"2018-02-24","2018","02","24","†","-5.5","","-12.5","","-9.0","","27.0","","0.0","","0.0","","15.0","","15.0","","299","","","","",""
"2018-02-25","2018","02","25","†","-8.0","","-10.0","","-9.0","","27.0","","0.0","","0.0","","1.0","","1.0","","299","","","","",""
"2018-02-26","2018","02","26","†","-7.0","","-13.0","","-10.0","","28.0","","0.0","","0.0","","3.0","","3.0","","298","","","","",""
"2018-02-27","2018","02","27","†","-6.5","","-10.0","","-8.3","","26.3","","0.0","","0.0","","2.0","","2.0","","295","","","","",""
"2018-02-28","2018","02","28","†","-5.0","","-9.0","","-7.0","","25.0","","0.0","","0.0","","43.0","","43.0","","296","","","","",""
"2018-03-01","2018","03","01","†","-4.5","","-8.5","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","333","","","","",""
"2018-03-02","2018","03","02","†","-5.0","","-9.5","","-7.3","","25.3","","0.0","","0.0","","1.0","","1.0","","325","","","","",""
"2018-03-03","2018","03","03","†","-3.0","","-11.0","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","316","","","","",""
"2018-03-04","2018","03","04","†","-6.0","","-9.0","","-7.5","","25.5","","0.0","","0.0","","2.0","","2.0","","312","","","","",""
"2018-03-05","2018","03","05","†","-6.5","","-9.5","","-8.0","","26.0","","0.0","","0.0","","1.0","","1.0","","310","","","","",""
"2018-03-06","2018","03","06","†","-3.0","","-10.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","307","","","","",""
"2018-03-07","2018","03","07","†","2.5","","-9.5","","-3.5","","21.5","","0.0","","0.0","","2.0","","2.0","","305","","","","",""
"2018-03-08","2018","03","08","†","-0.5","","-4.0","","-2.3","","20.3","","0.0","","0.0","","8.0","","8.0","","304","","","","",""
"2018-03-09","2018","03","09","†","-5.0","","-9.5","","-7.3","","25.3","","0.0","","0.0","","0.0","T","0.0","T","305","","","","",""
"2018-03-10","2018","03","10","†","1.5","","-9.5","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","303","","","","",""
"2018-03-11","2018","03","11","†","5.0","","-4.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","300","","","","",""
"2018-03-12","2018","03","12","†","6.0","","1.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","298","","","","",""
"2018-03-13","2018","03","13","†","5.5","","-1.0","","2.3","","15.7","","0.0","","0.0","","7.0","","7.0","","294","","","","",""
"2018-03-14","2018","03","14","†","0.0","","-4.0","","-2.0","","20.0","","0.0","","0.0","","4.0","","4.0","","299","","","","",""
"2018-03-15","2018","03","15","†","0.0","","-10.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","299","","","","",""
"2018-03-16","2018","03","16","†","0.5","","-6.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","297","","","","",""
"2018-03-17","2018","03","17","†","-0.5","","-4.0","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","T","295","","","","",""
"2018-03-18","2018","03","18","†","2.0","","-6.5","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","294","","","","",""
"2018-03-19","2018","03","19","†","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","290","","","","",""
"2018-03-20","2018","03","20","†","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","289","","","","",""
"2018-03-21","2018","03","21","†","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","6.0","","6.0","","288","","","","",""
"2018-03-22","2018","03","22","†","-1.0","","-3.5","","-2.3","","20.3","","0.0","","0.0","","28.0","","28.0","","294","","","","",""
"2018-03-23","2018","03","23","†","-4.0","","-9.5","","-6.8","","24.8","","0.0","","0.0","","12.0","","12.0","","313","","","","",""
"2018-03-24","2018","03","24","†","-3.5","","-10.5","","-7.0","","25.0","","0.0","","0.0","","2.0","","2.0","","314","","","","",""
"2018-03-25","2018","03","25","†","-6.0","","-11.5","","-8.8","","26.8","","0.0","","0.0","","4.0","","4.0","","313","","","","",""
"2018-03-26","2018","03","26","†","-2.0","","-8.0","","-5.0","","23.0","","0.0","","0.0","","8.0","","8.0","","308","","","","",""
"2018-03-27","2018","03","27","†","0.0","","-4.0","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","309","","","","",""
"2018-03-28","2018","03","28","†","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","0.0","T","0.0","T","304","","","","",""
"2018-03-29","2018","03","29","†","0.5","","-6.0","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","303","","","","",""
"2018-03-30","2018","03","30","†","0.5","","-4.0","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","298","","","","",""
"2018-03-31","2018","03","31","†","1.0","","-7.5","","-3.3","","21.3","","0.0","","0.0","","2.0","","2.0","","297","","","","",""
"2018-04-01","2018","04","01","†","-5.5","","-9.0","","-7.3","","25.3","","0.0","","0.0","","8.0","","8.0","","297","","","","",""
"2018-04-02","2018","04","02","†","-4.0","","-12.5","","-8.3","","26.3","","0.0","","0.0","","2.0","","2.0","","298","","","","",""
"2018-04-03","2018","04","03","†","-4.5","","-9.0","","-6.8","","24.8","","0.0","","0.0","","1.0","","1.0","","299","","","","",""
"2018-04-04","2018","04","04","†","-1.0","","-8.0","","-4.5","","22.5","","0.0","","0.0","","5.0","","5.0","","299","","","","",""
"2018-04-05","2018","04","05","†","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","5.0","","5.0","","303","","","","",""
"2018-04-06","2018","04","06","†","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","1.0","","1.0","","305","","","","",""
"2018-04-07","2018","04","07","†","0.5","","-1.5","","-0.5","","18.5","","0.0","","0.0","","14.0","","14.0","","298","","","","",""
"2018-04-08","2018","04","08","†","4.0","","-3.0","","0.5","","17.5","","0.0","","3.3","","1.0","","4.3","","306","","","","",""
"2018-04-09","2018","04","09","†","4.5","","-2.0","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","304","","","","",""
"2018-04-10","2018","04","10","†","5.0","","-2.0","","1.5","","16.5","","0.0","","12.5","","4.0","","16.5","","299","","","","",""
"2018-04-11","2018","04","11","†","-0.5","","-4.0","","-2.3","","20.3","","0.0","","0.0","","8.0","","8.0","","305","","","","",""
"2018-04-12","2018","04","12","†","-2.5","","-6.0","","-4.3","","22.3","","0.0","","0.0","","9.0","","9.0","","310","","","","",""
"2018-04-13","2018","04","13","†","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","18.0","","18.0","","317","","","","",""
"2018-04-14","2018","04","14","†","-2.0","","-5.5","","-3.8","","21.8","","0.0","","0.0","","2.0","","2.0","","327","","","","",""
"2018-04-15","2018","04","15","†","0.5","","-5.5","","-2.5","","20.5","","0.0","","0.0","","1.0","","1.0","","323","","","","",""
"2018-04-16","2018","04","16","†","0.5","","-5.0","","-2.3","","20.3","","0.0","","0.0","","9.0","","9.0","","318","","","","",""
"2018-04-17","2018","04","17","†","-2.5","","-6.0","","-4.3","","22.3","","0.0","","0.0","","3.0","","3.0","","322","","","","",""
"2018-04-18","2018","04","18","†","0.0","","-7.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","321","","","","",""
"2018-04-19","2018","04","19","†","3.0","","-5.0","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","T","317","","","","",""
"2018-04-20","2018","04","20","†","0.0","","-2.5","","-1.3","","19.3","","0.0","","0.0","","10.0","","10.0","","314","","","","",""
"2018-04-21","2018","04","21","†","-2.5","","-5.0","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","T","324","","","","",""
"2018-04-22","2018","04","22","†","5.0","","-7.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","314","","","","",""
"2018-04-23","2018","04","23","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-24","2018","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-25","2018","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-26","2018","04","26","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-27","2018","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-28","2018","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-29","2018","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-30","2018","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-01","2018","05","01","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-02","2018","05","02","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-03","2018","05","03","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-04","2018","05","04","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-05","2018","05","05","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-06","2018","05","06","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-07","2018","05","07","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-08","2018","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-09","2018","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-10","2018","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-11","2018","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-12","2018","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-13","2018","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-14","2018","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-15","2018","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-16","2018","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-17","2018","05","17","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-18","2018","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-19","2018","05","19","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-20","2018","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-21","2018","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-22","2018","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-23","2018","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-24","2018","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-25","2018","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-26","2018","05","26","†","5.5","","1.5","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-05-27","2018","05","27","†","10.0","","2.5","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-05-28","2018","05","28","†","6.0","","3.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-05-29","2018","05","29","†","3.5","","0.5","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-05-30","2018","05","30","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-05-31","2018","05","31","†","4.5","","0.5","","2.5","","15.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"2018-06-01","2018","06","01","†","2.5","","0.0","","1.3","","16.7","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"2018-06-02","2018","06","02","†","6.0","","-0.5","","2.8","","15.2","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"2018-06-03","2018","06","03","†","4.5","","1.0","","2.8","","15.2","","0.0","","6.9","","0.0","","6.9","","0","","","","",""
"2018-06-04","2018","06","04","†","2.0","","-1.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-05","2018","06","05","†","2.5","","-1.0","","0.8","","17.2","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"2018-06-06","2018","06","06","†","7.5","","-0.5","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-07","2018","06","07","†","7.0","","4.0","","5.5","","12.5","","0.0","","10.1","","0.0","","10.1","","0","","","","",""
"2018-06-08","2018","06","08","†","2.5","","2.0","","2.3","","15.7","","0.0","","18.3","","0.0","","18.3","","0","","","","",""
"2018-06-09","2018","06","09","†","2.0","","-1.0","","0.5","","17.5","","0.0","","6.2","","0.0","","6.2","","0","","","","",""
"2018-06-10","2018","06","10","†","0.5","","-1.5","","-0.5","","18.5","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"2018-06-11","2018","06","11","†","3.0","","-2.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-12","2018","06","12","†","5.5","","-0.5","","2.5","","15.5","","0.0","","7.1","","0.0","T","7.1","","0","","","","",""
"2018-06-13","2018","06","13","†","3.0","","0.0","","1.5","","16.5","","0.0","","6.4","","0.0","","6.4","","0","","","","",""
"2018-06-14","2018","06","14","†","4.0","","0.5","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-15","2018","06","15","†","8.5","","1.5","","5.0","","13.0","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"2018-06-16","2018","06","16","†","15.0","","1.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-17","2018","06","17","†","18.0","","10.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-18","2018","06","18","†","20.5","","12.5","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-19","2018","06","19","†","18.5","","14.5","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-20","2018","06","20","†","18.5","","13.0","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-21","2018","06","21","†","13.5","","11.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-22","2018","06","22","†","9.0","","6.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-23","2018","06","23","†","11.0","","5.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-24","2018","06","24","†","12.5","","7.0","","9.8","","8.2","","0.0","","17.5","","0.0","","17.5","","0","","","","",""
"2018-06-25","2018","06","25","†","3.0","","0.5","","1.8","","16.2","","0.0","","6.1","","0.0","","6.1","","0","","","","",""
"2018-06-26","2018","06","26","†","6.5","","1.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-06-27","2018","06","27","†","7.5","","2.5","","5.0","","13.0","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"2018-06-28","2018","06","28","†","5.0","","2.5","","3.8","","14.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2018-06-29","2018","06","29","†","7.5","","2.5","","5.0","","13.0","","0.0","","2.3","","0.0","","2.3","","0","","","","",""
"2018-06-30","2018","06","30","†","5.5","","4.5","","5.0","","13.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2018-07-01","2018","07","01","†","6.5","","3.5","","5.0","","13.0","","0.0","","5.5","","0.0","","5.5","","0","","","","",""
"2018-07-02","2018","07","02","†","7.0","","-0.5","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-03","2018","07","03","†","11.0","","4.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-04","2018","07","04","†","16.0","","6.0","","11.0","","7.0","","0.0","","2.9","","0.0","","2.9","","0","","","","",""
"2018-07-05","2018","07","05","†","17.0","","7.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-06","2018","07","06","†","10.5","","5.5","","8.0","","10.0","","0.0","","15.2","","0.0","","15.2","","0","","","","",""
"2018-07-07","2018","07","07","†","8.0","","4.5","","6.3","","11.7","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"2018-07-08","2018","07","08","†","14.0","","4.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-09","2018","07","09","†","12.0","","8.0","","10.0","","8.0","","0.0","","5.5","","0.0","","5.5","","0","","","","",""
"2018-07-10","2018","07","10","†","11.0","","5.0","","8.0","","10.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2018-07-11","2018","07","11","†","16.0","","6.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-12","2018","07","12","†","17.0","","11.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-13","2018","07","13","†","16.5","","11.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-14","2018","07","14","†","18.0","","8.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-15","2018","07","15","†","20.5","","13.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-16","2018","07","16","†","22.0","","14.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-17","2018","07","17","†","20.0","","16.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-18","2018","07","18","†","14.5","","12.0","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-19","2018","07","19","†","11.0","","7.5","","9.3","","8.7","","0.0","","1.9","","0.0","","1.9","","0","","","","",""
"2018-07-20","2018","07","20","†","8.5","","3.0","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-21","2018","07","21","†","10.5","","3.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-22","2018","07","22","†","17.5","","8.5","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-23","2018","07","23","†","18.0","","10.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-24","2018","07","24","†","19.0","","11.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
