"Station Name","WHISTLER ROUNDHOUSE"
"Province","BRITISH COLUMBIA"
"Latitude","50.07"
"Longitude","-122.95"
"Elevation","1835.00"
"Climate Identifier","1108906"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2017-02-04","2017","02","04","†","-6.0","","-14.5","","-10.3","","28.3","","0.0","","0.0","","36.0","","36.0","","232","","","","",""
"2017-02-05","2017","02","05","†","-10.0","","-16.0","","-13.0","","31.0","","0.0","","0.0","","3.0","","3.0","","257","","","","",""
"2017-02-06","2017","02","06","†","-12.0","","-19.0","","-15.5","","33.5","","0.0","","0.0","","2.0","","2.0","","251","","","","",""
"2017-02-07","2017","02","07","†","-11.5","","-18.0","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","248","","","","",""
"2017-02-08","2017","02","08","†","-1.5","","-13.0","","-7.3","","25.3","","0.0","","0.0","","32.0","","32.0","","245","","","","",""
"2017-02-09","2017","02","09","†","0.0","","-13.5","","-6.8","","24.8","","0.0","","0.0","","16.0","","16.0","","267","","","","",""
"2017-02-10","2017","02","10","†","-4.5","","-6.0","","-5.3","","23.3","","0.0","","0.0","","4.0","","4.0","","272","","","","",""
"2017-02-11","2017","02","11","†","-6.0","","-9.5","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","266","","","","",""
"2017-02-12","2017","02","12","†","2.0","","-9.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","264","","","","",""
"2017-02-13","2017","02","13","†","7.0","","-1.5","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","257","","","","",""
"2017-02-14","2017","02","14","†","4.0","","2.0","","3.0","","15.0","","0.0","","0.0","","16.0","","16.0","","254","","","","",""
"2017-02-15","2017","02","15","†","3.0","","-1.5","","0.8","","17.2","","0.0","","35.5","","1.0","","36.5","","268","","","","",""
"2017-02-16","2017","02","16","†","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","T","4.0","","4.0","","256","","","","",""
"2017-02-17","2017","02","17","†","-2.5","","-5.5","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","254","","","","",""
"2017-02-18","2017","02","18","†","-3.0","","-7.5","","-5.3","","23.3","","0.0","","0.0","","4.0","","4.0","","249","","","","",""
"2017-02-19","2017","02","19","†","-4.0","","-6.5","","-5.3","","23.3","","0.0","","0.0","","15.0","","15.0","","250","","","","",""
"2017-02-20","2017","02","20","†","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","264","","","","",""
"2017-02-21","2017","02","21","†","-4.0","","-9.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","260","","","","",""
"2017-02-22","2017","02","22","†","-7.0","","-12.5","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","258","","","","",""
"2017-02-23","2017","02","23","†","-6.0","","-12.5","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","251","","","","",""
"2017-02-24","2017","02","24","†","-7.0","","-12.0","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","250","","","","",""
"2017-02-25","2017","02","25","†","-7.5","","-13.0","","-10.3","","28.3","","0.0","","0.0","","1.0","","1.0","","252","","","","",""
"2017-02-26","2017","02","26","†","-10.0","","-14.0","","-12.0","","30.0","","0.0","","0.0","","0.0","","0.0","","251","","","","",""
"2017-02-27","2017","02","27","†","-9.0","","-15.0","","-12.0","","30.0","","0.0","","0.0","","0.0","T","0.0","T","249","","","","",""
"2017-02-28","2017","02","28","†","-6.5","","-14.0","","-10.3","","28.3","","0.0","","0.0","","6.0","","6.0","","248","","","","",""
"2017-03-01","2017","03","01","†","-5.5","","-12.5","","-9.0","","27.0","","0.0","","0.0","","7.0","","7.0","","248","","","","",""
"2017-03-02","2017","03","02","†","-3.0","","-8.0","","-5.5","","23.5","","0.0","","0.0","","28.0","","28.0","","254","","","","",""
"2017-03-03","2017","03","03","†","-4.5","","-7.0","","-5.8","","23.8","","0.0","","0.0","","21.0","","21.0","","277","","","","",""
"2017-03-04","2017","03","04","†","-8.5","","-12.5","","-10.5","","28.5","","0.0","","0.0","","5.0","","5.0","","289","","","","",""
"2017-03-05","2017","03","05","†","-8.0","","-13.0","","-10.5","","28.5","","0.0","","0.0","","18.0","","18.0","","280","","","","",""
"2017-03-06","2017","03","06","†","-9.5","","-12.5","","-11.0","","29.0","","0.0","","0.0","","11.0","","11.0","","290","","","","",""
"2017-03-07","2017","03","07","†","-7.0","","-12.5","","-9.8","","27.8","","0.0","","0.0","","47.0","","47.0","","293","","","","",""
"2017-03-08","2017","03","08","†","-9.0","","-12.5","","-10.8","","28.8","","0.0","","0.0","","30.0","","30.0","","294","","","","",""
"2017-03-09","2017","03","09","†","-2.0","","-12.5","","-7.3","","25.3","","0.0","","0.0","","21.0","","21.0","","291","","","","",""
"2017-03-10","2017","03","10","†","-2.0","","-10.0","","-6.0","","24.0","","0.0","","0.0","","1.0","","1.0","","301","","","","",""
"2017-03-11","2017","03","11","†","-2.0","","-6.5","","-4.3","","22.3","","0.0","","0.0","","15.0","","15.0","","297","","","","",""
"2017-03-12","2017","03","12","†","-1.5","","-3.5","","-2.5","","20.5","","0.0","","0.0","","9.2","","9.2","","305","","","","",""
"2017-03-13","2017","03","13","†","1.0","","-2.5","","-0.8","","18.8","","0.0","","0.0","","3.0","","3.0","","308","","","","",""
"2017-03-14","2017","03","14","†","2.0","","-1.0","","0.5","","17.5","","0.0","","4.0","","20.0","","24.0","","298","","","","",""
"2017-03-15","2017","03","15","†","-0.5","","-3.0","","-1.8","","19.8","","0.0","","0.0","","10.0","","10.0","","290","","","","",""
"2017-03-16","2017","03","16","†","-5.0","","-7.5","","-6.3","","24.3","","0.0","","0.0","","10.0","","10.0","","298","","","","",""
"2017-03-17","2017","03","17","†","-1.5","","-7.0","","-4.3","","22.3","","0.0","","0.0","","25.0","","25.0","","301","","","","",""
"2017-03-18","2017","03","18","†","-1.0","","-5.5","","-3.3","","21.3","","0.0","","0.0","","4.0","","4.0","","323","","","","",""
"2017-03-19","2017","03","19","†","-4.5","","-10.0","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","316","","","","",""
"2017-03-20","2017","03","20","†","-3.0","","-10.5","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","313","","","","",""
"2017-03-21","2017","03","21","†","2.0","","-6.0","","-2.0","","20.0","","0.0","","2.0","","5.0","","7.0","","308","","","","",""
"2017-03-22","2017","03","22","†","-1.0","","-2.5","","-1.8","","19.8","","0.0","","0.0","","25.0","","25.0","","0","","","","",""
"2017-03-23","2017","03","23","†","-3.5","","-6.5","","-5.0","","23.0","","0.0","","0.0","","14.0","","14.0","","324","","","","",""
"2017-03-24","2017","03","24","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","11.0","","11.0","","330","","","","",""
"2017-03-25","2017","03","25","†","-2.0","","-6.5","","-4.3","","22.3","","0.0","","0.0","","4.0","","4.0","","332","","","","",""
"2017-03-26","2017","03","26","†","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","7.0","","7.0","","327","","","","",""
"2017-03-27","2017","03","27","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","12.0","","12.0","","329","","","","",""
"2017-03-28","2017","03","28","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","16.0","","16.0","","336","","","","",""
"2017-03-29","2017","03","29","†","0.0","","-4.0","","-2.0","","20.0","","0.0","","0.0","","16.0","","16.0","","344","","","","",""
"2017-03-30","2017","03","30","†","1.0","","-6.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","349","","","","",""
"2017-03-31","2017","03","31","†","0.5","","-5.5","","-2.5","","20.5","","0.0","","0.0","","17.0","","17.0","","340","","","","",""
"2017-04-01","2017","04","01","†","-0.5","","-4.5","","-2.5","","20.5","","0.0","","0.0","","5.0","","5.0","","348","","","","",""
"2017-04-02","2017","04","02","†","-4.0","","-8.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","341","","","","",""
"2017-04-03","2017","04","03","†","-0.5","","-9.0","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","338","","","","",""
"2017-04-04","2017","04","04","†","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","20.0","","20.0","","336","","","","",""
"2017-04-05","2017","04","05","†","-1.0","","-3.5","","-2.3","","20.3","","0.0","","0.0","","8.0","","8.0","","355","","","","",""
"2017-04-06","2017","04","06","†","1.5","","-3.0","","-0.8","","18.8","","0.0","","0.0","","15.0","","15.0","","353","","","","",""
"2017-04-07","2017","04","07","†","-0.5","","-5.5","","-3.0","","21.0","","0.0","","0.0","","14.0","","14.0","","360","","","","",""
"2017-04-08","2017","04","08","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","1.0","","1.0","","363","","","","",""
"2017-04-09","2017","04","09","†","-3.0","","-7.5","","-5.3","","23.3","","0.0","","0.0","","2.0","","2.0","","357","","","","",""
"2017-04-10","2017","04","10","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","6.0","","6.0","","355","","","","",""
"2017-04-11","2017","04","11","†","-1.5","","-8.0","","-4.8","","22.8","","0.0","","0.0","","0.0","T","0.0","T","360","","","","",""
"2017-04-12","2017","04","12","†","-1.5","","-5.0","","-3.3","","21.3","","0.0","","0.0","","15.0","","15.0","","350","","","","",""
"2017-04-13","2017","04","13","†","-1.5","","-4.5","","-3.0","","21.0","","0.0","","0.0","","8.0","","8.0","","358","","","","",""
"2017-04-14","2017","04","14","†","-3.0","","-6.5","","-4.8","","22.8","","0.0","","0.0","","6.0","","6.0","","358","","","","",""
"2017-04-15","2017","04","15","†","0.0","","-6.0","","-3.0","","21.0","","0.0","","0.0","","4.0","","4.0","","363","","","","",""
"2017-04-16","2017","04","16","†","1.0","","-7.0","","-3.0","","21.0","","0.0","","0.0","","3.0","","3.0","","360","","","","",""
"2017-04-17","2017","04","17","†","-0.5","","-2.0","","-1.3","","19.3","","0.0","","0.0","","14.0","","14.0","","358","","","","",""
"2017-04-18","2017","04","18","†","-1.0","","-2.0","","-1.5","","19.5","","0.0","","0.0","","10.0","","10.0","","365","","","","",""
"2017-04-19","2017","04","19","†","-2.0","","-3.5","","-2.8","","20.8","","0.0","","0.0","","8.0","","8.0","","366","","","","",""
"2017-04-20","2017","04","20","†","2.0","","-3.5","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","370","","","","",""
"2017-04-21","2017","04","21","†","5.0","","-4.5","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","360","","","","",""
"2017-04-22","2017","04","22","†","2.5","","0.0","","1.3","","16.7","","0.0","","0.0","","10.0","","10.0","","350","","","","",""
"2017-04-23","2017","04","23","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-24","2017","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-25","2017","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-26","2017","04","26","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-27","2017","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-28","2017","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-29","2017","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"2017-04-30","2017","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-01","2017","05","01","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-02","2017","05","02","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-03","2017","05","03","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-04","2017","05","04","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-05","2017","05","05","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-06","2017","05","06","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-07","2017","05","07","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-08","2017","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-09","2017","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-10","2017","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-11","2017","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-12","2017","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-13","2017","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-14","2017","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-15","2017","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-16","2017","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-17","2017","05","17","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-18","2017","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-19","2017","05","19","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-20","2017","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-21","2017","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-22","2017","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-23","2017","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-24","2017","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-25","2017","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-26","2017","05","26","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-27","2017","05","27","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-28","2017","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-29","2017","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-30","2017","05","30","","","","","","","","","","","","","","","","","","","","","","",""
"2017-05-31","2017","05","31","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-01","2017","06","01","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-02","2017","06","02","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-03","2017","06","03","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-04","2017","06","04","†","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-06-05","2017","06","05","†","12.0","","-1.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-06-06","2017","06","06","†","13.5","","7.0","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-06-07","2017","06","07","†","16.0","","10.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-06-08","2017","06","08","†","","","","","","","","","","","","","","","","","0","","","","",""
"2017-06-09","2017","06","09","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-10","2017","06","10","†","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-06-11","2017","06","11","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-12","2017","06","12","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-13","2017","06","13","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-14","2017","06","14","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-15","2017","06","15","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-16","2017","06","16","†","5.5","","1.5","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-06-17","2017","06","17","†","6.0","","1.5","","3.8","","14.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2017-06-18","2017","06","18","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-19","2017","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-20","2017","06","20","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-21","2017","06","21","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-22","2017","06","22","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-23","2017","06","23","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-24","2017","06","24","†","22.0","","11.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-06-25","2017","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-26","2017","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-27","2017","06","27","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-28","2017","06","28","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-29","2017","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-30","2017","06","30","†","20.0","","8.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-01","2017","07","01","†","14.5","","9.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-02","2017","07","02","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-03","2017","07","03","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-04","2017","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-05","2017","07","05","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-06","2017","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-07","2017","07","07","†","18.0","","12.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-08","2017","07","08","†","18.0","","12.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-09","2017","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-10","2017","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-11","2017","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-12","2017","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-13","2017","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-14","2017","07","14","†","16.5","","6.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-15","2017","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-16","2017","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-17","2017","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-18","2017","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-19","2017","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-20","2017","07","20","†","7.0","","5.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-21","2017","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-22","2017","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-23","2017","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-24","2017","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-25","2017","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-26","2017","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-27","2017","07","27","†","16.0","","10.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-28","2017","07","28","†","14.5","","8.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-29","2017","07","29","†","17.5","","9.5","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-30","2017","07","30","†","14.0","","8.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-07-31","2017","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-01","2017","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-02","2017","08","02","†","23.0","","13.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-03","2017","08","03","†","25.0","","16.0","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-04","2017","08","04","†","22.0","","14.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-05","2017","08","05","†","20.5","","13.5","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-06","2017","08","06","†","21.0","","14.5","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-07","2017","08","07","†","22.0","","15.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-08","2017","08","08","†","23.0","","16.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-09","2017","08","09","†","24.0","","17.0","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-10","2017","08","10","†","24.0","","16.5","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-11","2017","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-12","2017","08","12","†","19.5","","15.0","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-13","2017","08","13","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-14","2017","08","14","†","10.0","","3.5","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
