The World Happiness 2017 ranks 155 contries by their happiness levels. 
Released by the United Nations at an event celebrating International Day of Happiness on March 20th.

country,happiness_score,GDP_per_capita,life_expectancy,freedom
Kenya,4.55299997329712,0.560479462146759,0.309988349676132,0.452763766050339
Mozambique,4.55000019073486,0.234305649995804,0.106654435396194,0.480791091918945
Myanmar,4.54500007629395,0.367110550403595,0.397522568702698,0.514492034912109
Senegal,4.53499984741211,0.479309022426605,0.409362852573395,0.377922266721725
Zambia,4.51399993896484,0.636406779289246,0.257835894823074,0.461603492498398
Iraq,4.49700021743774,1.10271048545837,0.50118046998977706,0.288555532693863
Gabon,4.46500015258789,1.1982102394104,0.356578588485718,0.312328577041626
Ethiopia,4.46000003814697,0.339233845472336,0.353409707546234,0.408842742443085
Sri Lanka,4.44000005722046,1.00985014438629,0.625130832195282,0.561213254928589
Armenia,4.37599992752075,0.900596737861633,0.637524425983429,0.198303267359734
India,4.31500005722046,0.792221248149872,0.455427616834641,0.469987004995346
Mauritania,4.29199981689453,0.648457288742065,0.285349279642105,0.0960980430245399
Congo (Brazzaville),4.29099988937378,0.808964252471924,0.28995743393898,0.435025870800018
Georgia,4.28599977493286,0.950612664222717,0.649546980857849,0.309410035610199
Congo (Kinshasa),4.28000020980835,0.0921023488044739,0.191407024860382,0.235961347818375
Mali,4.19000005722046,0.476180493831635,0.169365674257278,0.306613743305206
Ivory Coast,4.17999982833862,0.603048920631409,0.0486421696841717,0.447706192731857
Cambodia,4.16800022125244,0.601765096187592,0.429783403873444,0.633375823497772
Sudan,4.13899993896484,0.65951669216156,0.290920823812485,0.0149958552792668
Ghana,4.11999988555908,0.667224824428558,0.295637726783752,0.423026293516159
Ukraine,4.09600019454956,0.89465194940567,0.575903952121735,0.122974775731564
Uganda,4.08099985122681,0.381430715322495,0.217632606625557,0.443185955286026
Burkina Faso,4.03200006484985,0.3502277135849,0.215844258666039,0.324367851018906
Niger,4.02799987792969,0.161925330758095,0.26850500702858,0.36365869641304
Malawi,3.97000002861023,0.233442038297653,0.315089583396912,0.466914653778076
Chad,3.93600010871887,0.438012987375259,0.0411347150802612,0.16234202682972
Zimbabwe,3.875,0.375846534967422,0.196763753890991,0.336384207010269
Lesotho,3.80800008773804,0.521021246910095,0.0,0.390661299228668
Angola,3.79500007629395,0.858428180217743,0.0498686656355858,0.0
Afghanistan,3.79399991035461,0.401477217674255,0.180746778845787,0.106179520487785
Botswana,3.76600003242493,1.12209415435791,0.341755509376526,0.505196332931519
Benin,3.65700006484985,0.431085407733917,0.209930211305618,0.425962775945663
Madagascar,3.64400005340576,0.305808693170547,0.375223308801651,0.189196765422821
Haiti,3.6029999256134,0.368610262870789,0.277321130037308,0.0303698573261499
Yemen,3.59299993515015,0.591683447360992,0.310080915689468,0.249463722109795
South Sudan,3.59100008010864,0.39724862575531,0.163486003875732,0.147062435746193
Liberia,3.53299999237061,0.119041793048382,0.229918196797371,0.332881182432175
Guinea,3.50699996948242,0.244549930095673,0.194129139184952,0.348587512969971
Togo,3.49499988555908,0.305444717407227,0.247105568647385,0.38042613863945
Rwanda,3.47099995613098,0.368745893239975,0.326424807310104,0.581843852996826
Syria,3.46199989318848,0.777153134346008,0.50053334236145,0.0815394446253777
Tanzania,3.34899997711182,0.511135876178741,0.364509284496307,0.390017777681351
Burundi,2.90499997138977,0.091622568666935,0.151610791683197,0.0599007532000542
Central African Republic,2.69300007820129,0.0,0.0187726859003305,0.270842045545578
